0130	8	00	00	40	ff	00	00	42	1a	2.228761
0131	8	00	00	40	00	00	00	42	bc	2.228944
0140	8	00	00	00	00	02	12	22	98	2.229142
02b0	5	57	00	00	07	72	12	22	98	2.231348
05f0	2	00	00	00	07	72	12	22	98	2.234176
0690	8	00	00	00	00	00	00	00	00	2.235225
0002	8	00	00	00	00	00	08	03	77	2.236475
0153	8	00	00	00	ff	00	ff	00	00	2.237519
0130	8	00	00	40	ff	00	00	43	07	2.237704
0131	8	00	00	40	00	00	00	43	a1	2.237897
0140	8	00	00	00	00	04	0f	23	0f	2.238092
02b0	5	57	00	00	07	63	00	00	00	2.241544
04f0	8	00	00	00	80	00	eb	b6	13	2.244817
0430	8	00	00	00	00	00	00	00	00	2.247348
04b1	8	00	00	00	00	00	00	00	00	2.247533
01f1	8	0f	00	00	00	00	00	00	00	2.247744
0153	8	00	00	00	ff	00	ff	00	00	2.247943
0002	8	00	00	00	00	00	08	04	24	2.248440
0130	8	00	00	40	ff	77	7e	04	41	2.248641
0131	8	00	00	40	00	45	7e	04	cc	2.248715
0140	8	00	00	00	00	06	02	24	64	2.248764
02b0	5	57	00	00	07	14	02	24	64	2.250935
0002	8	00	00	00	00	00	08	05	39	2.256652
0153	8	00	00	00	ff	00	ff	00	00	2.257719
0130	8	00	00	40	ff	02	7f	05	d1	2.258013
0131	8	00	00	40	00	ca	7e	05	97	2.258256
0140	8	00	00	00	00	08	05	25	89	2.258498
02b0	5	57	00	00	07	05	05	25	89	2.261031
04f0	8	00	00	00	80	00	eb	b6	13	2.264998
0430	8	00	00	00	00	00	00	00	00	2.266632
04b1	8	00	00	00	00	00	00	00	00	2.267702
01f1	8	0f	00	00	00	00	00	00	00	2.268009
0153	8	00	00	00	ff	00	ff	00	00	2.268266
0002	8	00	00	00	00	00	08	06	1e	2.268522
0130	8	00	00	40	ff	bb	7f	06	9d	2.268781
0131	8	00	00	40	00	7d	7f	06	9e	2.269013
0140	8	00	00	00	00	0a	12	26	e0	2.269218
02b0	5	57	00	00	07	36	12	26	e0	2.270962
0002	8	00	00	00	00	00	08	07	03	2.276587
0153	8	00	00	00	ff	00	ff	00	00	2.277678
0130	8	00	00	40	ff	13	80	07	3d	2.277986
0131	8	00	00	40	00	c9	7f	07	6d	2.278242
0140	8	00	00	00	00	0c	14	27	4d	2.278497
02b0	5	57	00	00	07	27	14	27	4d	2.281168
05f0	2	00	00	00	07	27	14	27	4d	2.284142
04f0	8	00	00	00	c0	00	eb	b6	13	2.285382
05a0	8	00	00	00	00	00	00	00	00	2.286428
05a2	8	09	00	00	00	00	00	00	00	2.286743
0430	8	00	00	00	00	00	00	00	00	2.287322
04b1	8	00	00	00	00	00	00	00	00	2.287544
01f1	8	0f	00	00	00	00	00	00	00	2.287727
0153	8	00	00	00	ff	00	ff	00	00	2.287941
0002	8	00	00	00	00	00	08	08	b8	2.288348
0130	8	00	00	40	ff	2c	80	08	28	2.288409
0131	8	00	00	40	00	d6	7f	08	48	2.288467
0140	8	00	00	00	00	0e	33	28	79	2.288525
02b0	5	57	00	00	07	d8	00	00	00	2.291484
0002	8	00	00	00	00	00	08	09	a5	2.296589
0153	8	00	00	00	ff	00	ff	00	00	2.297781
0130	8	00	00	40	ff	19	80	09	94	2.298096
0131	8	00	00	40	00	c2	7f	09	4b	2.298343
0140	8	00	00	00	00	10	02	29	f8	2.298563
02b0	5	57	00	00	07	c9	02	29	f8	2.301051
04f0	8	00	00	00	c0	00	eb	b6	13	2.304778
0430	8	00	00	00	00	00	00	00	00	2.306636
04b1	8	00	00	00	00	00	00	00	00	2.307679
01f1	8	0f	00	00	00	00	00	00	00	2.307992
0153	8	00	00	00	ff	00	ff	00	00	2.308240
0002	8	00	00	00	00	00	08	0a	82	2.308516
0130	8	00	00	40	ff	ff	7f	0a	67	2.308767
0131	8	00	00	40	00	a2	7f	0a	3c	2.308949
0140	8	00	00	00	00	12	0f	2a	e7	2.309148
02b0	5	57	00	00	07	fa	0f	2a	e7	2.311350
0002	8	00	00	00	00	00	08	0b	9f	2.316484
0153	8	00	00	00	ff	00	ff	00	00	2.317701
0130	8	00	00	40	ff	f5	7f	0b	75	2.317995
0131	8	00	00	40	00	95	7f	0b	83	2.318237
0140	8	00	00	00	00	14	13	2b	3c	2.318479
02b0	5	57	00	00	07	eb	13	2b	3c	2.321077
04f0	8	00	00	00	c0	00	eb	b6	13	2.325128
02c0	8	14	00	00	00	00	00	00	00	2.326173
0430	8	00	00	00	00	00	00	00	00	2.327255
04b1	8	00	00	00	00	00	00	00	00	2.327439
01f1	8	0f	00	00	00	00	00	00	00	2.327513
0153	8	00	00	00	ff	00	ff	00	00	2.328260
0002	8	00	00	00	00	00	08	0c	cc	2.328568
0130	8	00	00	40	ff	f7	7f	0c	25	2.328806
0131	8	00	00	40	00	9b	7f	0c	d9	2.329179
0140	8	00	00	00	00	16	03	2c	d8	2.329394
02b0	5	57	00	00	07	9c	03	2c	d8	2.330978
05f0	2	00	00	00	07	9c	03	2c	d8	2.334198
0690	8	00	00	00	00	00	00	00	00	2.335238
02c0	8	14	00	00	00	00	00	00	00	2.335462
0002	8	00	00	00	00	00	08	0d	d1	2.336483
0153	8	00	00	00	ff	00	ff	00	00	2.337573
0130	8	58	7f	00	ff	f9	7f	0d	b2	2.337804
0131	8	32	7e	00	00	9f	7f	0d	de	2.338010
0140	8	00	00	00	00	18	08	2d	42	2.338217
02b0	5	57	00	00	07	8d	00	00	00	2.341542
04f0	8	00	00	00	c0	00	eb	b6	13	2.344782
02c0	8	14	00	00	00	00	00	00	00	2.345883
0430	8	00	00	00	00	00	00	00	00	2.346951
04b1	8	00	00	00	00	00	00	00	00	2.347168
01f1	8	0f	00	00	00	00	00	00	00	2.347985
0153	8	00	00	00	ff	00	ff	00	00	2.348215
0002	8	00	00	00	00	00	08	0e	f6	2.348478
0130	8	5d	7f	00	ff	f5	7f	0e	ab	2.349034
0131	8	29	80	00	00	a3	7f	0e	18	2.349251
0140	8	00	00	00	00	1a	33	2e	29	2.349376
02b0	5	57	00	00	07	be	33	2e	29	2.351002
02c0	8	14	00	00	00	00	00	00	00	2.355033
0002	8	00	00	00	00	00	08	0f	eb	2.356640
0153	8	00	00	00	ff	00	ff	00	00	2.357729
0130	8	9f	7f	00	ff	f2	7f	0f	f9	2.358050
0131	8	20	81	00	00	ac	7f	0f	4a	2.358320
0140	8	00	00	00	00	1c	07	2f	dd	2.358620
02b0	5	57	00	00	07	af	07	2f	dd	2.361096
02c0	8	14	00	00	00	00	00	00	00	2.365234
04f0	8	00	00	00	c0	00	eb	b6	13	2.366256
0430	8	00	00	00	00	00	00	00	00	2.367336
04b1	8	00	00	00	00	00	00	00	00	2.367679
01f1	8	0f	00	00	00	00	00	00	00	2.367971
0153	8	00	00	00	ff	00	ff	00	00	2.368208
0002	8	00	00	00	00	00	08	00	50	2.368484
0130	8	f2	7f	00	ff	f1	7f	00	99	2.368735
0131	8	29	81	00	00	c3	7f	00	a8	2.369295
0140	8	00	00	00	00	1e	0d	20	a7	2.369544
02b0	5	57	00	00	07	50	0d	20	a7	2.371061
02c0	8	14	00	00	00	00	00	00	00	2.375508
0002	8	00	00	00	00	00	08	01	4d	2.376484
0153	8	00	00	00	ff	00	ff	00	00	2.377569
0130	8	16	80	00	ff	f1	7f	01	f4	2.377756
0131	8	a9	80	00	00	cd	7f	01	5b	2.377951
0140	8	00	00	00	00	20	02	21	38	2.378164
02b0	5	57	00	00	07	41	02	21	38	2.381101
05f0	2	00	00	00	07	41	02	21	38	2.384187
04f0	8	00	00	00	c0	00	eb	b6	13	2.385233
02c0	8	14	00	00	00	00	00	00	00	2.385456
0430	8	00	00	00	00	00	00	00	00	2.386476
04b1	8	00	00	00	00	00	00	00	00	2.387542
01f1	8	0f	00	00	00	00	00	00	00	2.387745
0153	8	00	00	00	ff	00	ff	00	00	2.387927
0002	8	00	00	00	00	00	08	02	6a	2.388139
0130	8	1d	80	00	ff	f4	7f	02	6f	2.388602
0131	8	12	80	00	00	c6	7f	02	be	2.388690
0140	8	00	00	00	00	22	08	22	de	2.388739
0316	8	05	00	00	00	00	1e	00	80	2.390153
018f	8	fe	3d	00	00	00	3c	00	00	2.391278
0260	8	00	00	1e	00	00	89	5f	19	2.391367
02a0	8	20	00	79	00	eb	01	ab	00	2.391561
02b0	5	57	00	00	07	72	01	ab	00	2.391710
0329	8	0c	b1	80	16	12	27	00	14	2.392348
0370	8	00	20	00	00	00	00	00	00	2.392432
043f	8	10	40	60	ff	6f	00	00	00	2.392490
0440	8	ff	00	00	00	ff	00	00	00	2.392538
0545	8	e2	00	00	7d	00	00	00	00	2.392587
02c0	8	14	00	00	00	00	00	00	00	2.394966
0002	8	00	00	00	00	00	08	03	77	2.396496
0153	8	00	00	00	ff	00	ff	00	00	2.397602
0130	8	13	80	00	ff	f9	7f	03	f6	2.397684
0131	8	db	7f	00	00	b8	7f	03	1b	2.397748
0140	8	00	00	00	00	24	00	23	9c	2.397809
0316	8	05	00	00	00	00	1e	00	80	2.400227
018f	8	fe	3d	00	00	00	3c	00	00	2.401509
0260	8	00	00	1e	00	00	89	5f	2a	2.401824
02a0	8	40	00	79	00	eb	01	ab	00	2.402071
02b0	5	57	00	00	07	63	01	ab	00	2.402347
0329	8	0c	b1	80	16	12	27	00	14	2.402607
0370	8	00	20	00	00	00	00	00	00	2.402688
043f	8	10	40	60	ff	6f	00	00	00	2.402751
0440	8	ff	00	00	00	ff	00	00	00	2.402812
0545	8	e2	00	00	7d	00	00	00	00	2.402873
02c0	8	14	00	00	00	00	00	00	00	2.405030
04f0	8	00	00	00	c0	00	eb	b6	13	2.406061
0430	8	00	00	00	00	00	00	00	00	2.407163
04b1	8	00	00	00	00	00	00	00	00	2.407265
01f1	8	0f	00	00	00	00	00	00	00	2.407343
0153	8	00	00	00	ff	00	ff	00	00	2.408255
0002	8	00	00	00	00	00	09	04	68	2.408357
0130	8	05	80	00	ff	f9	7f	04	cf	2.408435
0131	8	c9	7f	00	00	af	7f	04	d9	2.409310
0140	8	00	00	00	00	02	27	24	76	2.409412
0316	8	05	00	00	00	00	1e	00	80	2.410379
018f	8	fe	3d	00	00	00	3c	00	00	2.410482
0260	8	00	00	1e	00	00	89	5f	3b	2.411436
02a0	8	60	00	79	00	eb	01	ab	00	2.411539
0329	8	0c	b1	80	16	12	27	00	14	2.411618
02b0	5	57	00	00	07	14	27	00	14	2.411694
0370	8	00	20	00	00	00	00	00	00	2.412504
043f	8	10	40	60	ff	6f	00	00	00	2.412607
0440	8	ff	00	00	00	ff	00	00	00	2.412685
0545	8	e2	00	00	7d	00	00	00	00	2.412761
02c0	8	14	00	00	00	00	00	00	00	2.414981
0002	8	00	00	00	00	00	09	05	75	2.416600
0153	8	00	00	00	ff	00	ff	00	00	2.417674
0130	8	f8	7f	00	ff	f3	7f	05	9b	2.417971
0131	8	c9	7f	00	00	b0	7f	05	5a	2.418214
0140	8	00	00	00	00	04	20	25	97	2.418491
0316	8	05	00	00	00	00	1e	00	80	2.420174
018f	8	fe	3d	00	00	00	3c	00	00	2.421299
0260	8	00	00	1e	00	00	89	5f	08	2.421456
02a0	8	00	00	79	00	eb	01	ab	00	2.421553
02b0	5	57	00	00	07	05	01	ab	00	2.421762
0329	8	0c	b1	80	16	12	27	00	14	2.422317
0370	8	00	20	00	00	00	00	00	00	2.422532
043f	8	10	40	60	ff	6f	00	00	00	2.422745
0440	8	ff	00	00	00	ff	00	00	00	2.422862
0545	8	e2	00	00	7b	00	00	00	00	2.422934
02c0	8	14	00	00	00	00	00	00	00	2.424967
04f0	8	00	00	00	c0	00	eb	b6	13	2.426012
0430	8	00	00	00	00	00	00	00	00	2.427143
04b1	8	00	00	00	00	00	00	00	00	2.427365
01f1	8	0f	00	00	00	00	00	00	00	2.427562
0153	8	00	00	00	ff	00	ff	00	00	2.428170
0002	8	00	00	00	00	00	09	06	52	2.428244
0130	8	f3	7f	00	ff	e6	7f	06	18	2.428316
0131	8	f2	7f	00	00	bb	7f	06	1e	2.429216
0140	8	00	00	00	00	06	21	26	ff	2.429289
0316	8	05	00	00	00	00	1e	00	80	2.430266
018f	8	fe	3d	00	00	00	3c	00	00	2.431340
0260	8	00	00	1e	00	00	89	5f	19	2.431413
02a0	8	20	00	79	00	eb	01	ab	00	2.431484
0329	8	0c	b1	80	16	12	20	00	14	2.431555
02b0	5	57	00	00	07	36	20	00	14	2.431627
0370	8	00	20	00	00	00	00	00	00	2.432420
043f	8	10	40	60	ff	6f	00	00	00	2.432498
0440	8	ff	00	00	00	ff	00	00	00	2.432572
0545	8	e2	00	00	5c	00	00	00	00	2.432647
05f0	2	00	00	00	5c	00	00	00	00	2.433903
0690	8	00	00	00	00	00	22	00	00	2.434958
02c0	8	14	00	00	00	00	00	00	00	2.435061
0002	8	00	00	00	00	00	09	07	4f	2.436459
0153	8	00	00	00	ff	00	ff	00	00	2.437536
0130	8	f9	7f	00	ff	dd	7f	07	c5	2.437638
0131	8	17	80	00	00	bd	7f	07	2b	2.437717
0140	8	00	00	00	00	08	28	27	fd	2.437793
0316	8	05	00	00	00	00	1e	00	80	2.440209
018f	8	fe	3d	00	00	00	3c	00	00	2.441451
0260	8	00	00	1e	00	00	89	5f	2a	2.441747
02a0	8	40	00	79	00	eb	01	ab	00	2.441989
02b0	5	57	00	00	07	27	01	ab	00	2.442210
0329	8	0c	b1	80	16	12	20	00	14	2.442327
0370	8	00	20	00	00	00	00	00	00	2.442445
043f	8	10	40	60	ff	6f	00	00	00	2.442547
0440	8	ff	00	00	00	ff	00	00	00	2.442634
0545	8	e2	00	00	56	00	00	00	00	2.442717
02c0	8	14	00	00	00	00	00	00	00	2.444928
04f0	8	00	00	00	c0	00	eb	b6	13	2.446219
00a0	8	00	7c	00	00	00	26	01	00	2.446515
00a1	8	80	8a	00	00	64	00	00	00	2.446757
0430	8	00	00	00	00	00	00	00	00	2.447068
04b1	8	00	00	00	00	00	00	00	00	2.447178
01f1	8	0f	00	00	00	00	00	00	00	2.447252
0153	8	00	00	00	ff	00	ff	00	00	2.448115
0002	8	00	00	00	00	00	09	08	f4	2.448189
0130	8	05	80	00	ff	da	7f	08	ef	2.448260
0131	8	29	80	00	00	b1	7f	08	4d	2.449193
0140	8	00	00	00	00	0a	26	28	aa	2.449267
0316	8	05	00	00	00	00	1e	00	80	2.450241
018f	8	fe	3d	00	00	00	3c	00	00	2.451334
0260	8	00	00	1e	00	00	89	5f	3b	2.451436
02a0	8	60	00	79	00	eb	01	ab	00	2.451515
0329	8	0c	b1	80	16	12	20	00	14	2.451590
02b0	5	57	00	00	07	d8	20	00	14	2.451665
0370	8	00	20	00	00	00	00	00	00	2.452403
043f	8	10	40	60	ff	6f	00	00	00	2.452505
0440	8	ff	00	00	00	ff	00	00	00	2.452584
0545	8	e2	00	00	5a	00	00	00	00	2.452671
02c0	8	14	00	00	00	00	00	00	00	2.455319
0002	8	00	00	00	00	00	09	09	e9	2.456603
0153	8	00	00	00	ff	00	ff	00	00	2.457650
0130	8	0b	80	00	ff	de	7f	09	f5	2.457946
0131	8	20	80	00	00	a9	7f	09	cb	2.458187
0140	8	00	00	00	00	0c	29	29	11	2.458567
0316	8	05	00	00	00	00	1e	00	80	2.460139
018f	8	fe	3d	00	00	00	3c	00	00	2.461401
0260	8	00	00	1e	00	00	89	5f	08	2.461697
02a0	8	00	00	79	00	eb	01	ab	00	2.461914
0329	8	0c	b1	80	16	12	20	00	14	2.462111
02b0	5	57	00	00	07	c9	20	00	14	2.462287
0370	8	00	20	00	00	00	00	00	00	2.462388
043f	8	10	40	60	ff	6f	00	00	00	2.462466
0440	8	ff	00	00	00	ff	00	00	00	2.462542
0545	8	e2	00	00	59	00	00	00	00	2.462616
02c0	8	14	00	00	00	00	00	00	00	2.464909
04f0	8	00	00	00	c0	00	eb	b6	13	2.465964
0430	8	00	00	00	00	00	00	00	00	2.467082
04b1	8	00	00	00	00	00	00	00	00	2.467278
01f1	8	0f	00	00	00	00	00	00	00	2.467473
0153	8	00	00	00	ff	00	ff	00	00	2.468090
0002	8	00	00	00	00	00	09	0a	ce	2.468163
0130	8	0d	80	00	ff	e0	7f	0a	20	2.468252
0131	8	00	80	00	00	a4	7f	0a	06	2.469136
0140	8	00	00	00	00	0e	29	2a	35	2.469211
0316	8	05	00	00	00	00	1e	00	80	2.470192
018f	8	fe	3d	00	00	00	3c	00	00	2.471298
0260	8	00	00	1e	00	00	89	5f	19	2.471372
02a0	8	20	00	79	00	eb	01	ab	00	2.471444
0329	8	40	b1	80	16	12	20	00	14	2.471560
02b0	5	57	00	00	07	fa	20	00	14	2.471637
0370	8	00	20	00	00	00	00	00	00	2.472363
043f	8	10	40	60	ff	6f	00	00	00	2.472437
0440	8	ff	00	00	00	ff	00	00	00	2.472509
0545	8	e2	00	00	5d	00	00	00	00	2.472579
02c0	8	14	00	00	00	00	00	00	00	2.474920
0002	8	00	00	00	00	00	09	0b	d3	2.476412
0153	8	00	00	00	ff	00	ff	00	00	2.477652
0130	8	08	80	00	ff	da	7f	0b	2e	2.477944
0131	8	ee	7f	00	00	9c	7f	0b	27	2.478186
0140	8	00	00	00	00	10	33	2b	4f	2.478570
0316	8	05	00	00	00	00	1e	00	80	2.480258
018f	8	fe	3d	00	00	00	3c	00	00	2.481322
0260	8	00	00	1e	00	00	89	5f	2a	2.481527
02a0	8	40	00	79	00	eb	01	ab	00	2.481700
0329	8	40	b1	80	16	12	20	00	14	2.481920
02b0	5	57	00	00	07	eb	20	00	14	2.482294
0370	8	00	20	00	00	00	00	00	00	2.482359
043f	8	10	40	60	ff	6f	00	00	00	2.482420
0440	8	ff	00	00	00	ff	00	00	00	2.482480
0545	8	e2	00	00	5f	00	00	00	00	2.482540
05f0	2	00	00	00	5f	00	00	00	00	2.484106
02c0	8	14	00	00	00	00	00	00	00	2.485161
04f0	8	00	00	00	c0	00	eb	b6	13	2.486219
0430	8	00	00	00	00	00	00	00	00	2.487299
04b1	8	00	00	00	00	00	00	00	00	2.487363
01f1	8	0f	00	00	00	00	00	00	00	2.487424
0153	8	00	00	00	ff	00	ff	00	00	2.487484
0002	8	00	00	00	00	00	09	0c	80	2.488344
0130	8	05	80	00	ff	cd	7f	0c	09	2.488408
0131	8	f2	7f	00	00	90	7f	0c	7c	2.488468
0140	8	00	00	00	00	12	23	2c	ab	2.489401
0316	8	05	00	00	00	00	1e	00	80	2.490446
018f	8	fe	3d	00	00	00	3c	00	00	2.491532
0260	8	00	00	1e	00	00	89	5f	3b	2.491630
02a0	8	60	00	79	00	eb	01	ab	00	2.491695
02b0	5	57	00	00	07	9c	01	ab	00	2.491755
0329	8	40	b1	80	16	12	20	00	14	2.491815
0370	8	00	20	00	00	00	00	00	00	2.492594
043f	8	10	40	60	ff	6f	00	00	00	2.492662
0440	8	ff	00	00	00	ff	00	00	00	2.492722
0545	8	e2	00	00	60	00	00	00	00	2.492782
02c0	8	14	00	00	00	00	00	00	00	2.494909
0002	8	00	00	00	00	00	09	0d	9d	2.496434
0153	8	00	00	00	ff	00	ff	00	00	2.497729
0130	8	07	80	00	ff	d4	7f	0d	35	2.498023
0131	8	09	80	00	00	8e	7f	0d	e5	2.498265
0140	8	00	00	00	00	14	22	2d	ff	2.498507
0316	8	05	00	00	00	00	1e	00	80	2.500188
018f	8	fe	3d	00	00	00	3c	00	00	2.501259
0260	8	00	00	1e	00	00	89	5f	08	2.501485
02a0	8	00	00	79	00	eb	01	ab	00	2.501686
0329	8	40	b1	80	16	12	20	00	14	2.501856
02b0	5	57	00	00	07	8d	20	00	14	2.502266
0370	8	00	20	00	00	00	00	00	00	2.502341
043f	8	10	40	60	ff	6f	00	00	00	2.502412
0440	8	ff	00	00	00	ff	00	00	00	2.502484
0545	8	e2	00	00	63	00	00	00	00	2.502556
02c0	8	14	00	00	00	00	00	00	00	2.504887
04f0	8	00	00	00	c0	00	eb	b6	13	2.505969
0430	8	00	00	00	00	00	00	00	00	2.507110
04b1	8	00	00	00	00	00	00	00	00	2.507331
01f1	8	0f	00	00	00	00	00	00	00	2.507538
0153	8	00	00	00	ff	00	ff	00	00	2.508151
0002	8	00	00	00	00	00	09	0e	ba	2.508332
0130	8	0e	80	00	ff	ed	7f	0e	36	2.508404
0131	8	1b	80	00	00	98	7f	0e	dc	2.509170
0140	8	00	00	00	00	16	22	2e	db	2.509244
0316	8	05	00	44	02	00	1e	00	80	2.510261
018f	8	fe	3d	00	00	00	3c	00	00	2.511340
0260	8	00	00	1e	10	00	89	5f	1a	2.511413
02a0	8	20	00	79	00	eb	01	ab	00	2.511485
02b0	5	57	00	00	07	be	01	ab	00	2.511556
0329	8	40	b1	80	14	12	20	00	14	2.512423
0370	8	00	20	00	00	00	00	00	00	2.512497
043f	8	10	40	60	ff	6f	00	00	00	2.512569
0440	8	ff	00	00	00	ff	00	00	00	2.512640
0545	8	e2	00	00	64	00	00	00	00	2.512711
02c0	8	14	00	00	00	00	00	00	00	2.514887
0002	8	00	00	00	00	00	09	0f	a7	2.516387
0153	8	00	00	00	ff	00	ff	00	00	2.517629
0130	8	13	80	00	ff	f9	7f	0f	6a	2.517924
0131	8	1b	80	00	00	a5	7f	0f	6c	2.518166
0140	8	00	00	00	00	18	27	2f	ae	2.518548
0316	8	05	00	44	02	00	1f	00	80	2.520013
018f	8	fe	3d	00	00	00	3c	00	00	2.521145
0260	8	00	00	1f	10	00	89	64	26	2.521340
02a0	8	40	00	79	00	eb	01	ab	00	2.521535
0329	8	40	b1	80	14	12	20	00	14	2.521713
0370	8	00	20	00	00	00	00	00	00	2.522151
02b0	5	57	00	00	07	af	00	00	00	2.522225
043f	8	10	40	60	ff	6f	00	00	00	2.522296
0440	8	ff	00	00	00	ff	00	00	00	2.522367
0545	8	e2	00	00	64	00	00	00	00	2.522438
02c0	8	14	00	00	00	00	00	00	00	2.524941
04f0	8	00	00	00	c0	00	eb	b6	13	2.526042
0430	8	00	00	00	00	00	00	00	00	2.527062
04b1	8	00	00	00	00	00	00	00	00	2.527261
01f1	8	0f	00	00	00	00	00	00	00	2.527470
0153	8	00	00	00	ff	00	ff	00	00	2.528089
0002	8	00	00	00	00	00	09	00	1c	2.528163
0130	8	17	80	00	ff	f7	7f	00	b1	2.528235
0131	8	0e	80	00	00	a9	7f	00	50	2.529136
0140	8	00	00	00	00	1a	00	20	9a	2.529210
0316	8	05	00	44	02	00	1f	00	80	2.530192
018f	8	fe	3d	00	00	00	3c	00	00	2.531260
0260	8	00	00	8b	10	00	89	64	32	2.531335
02a0	8	60	00	79	00	eb	01	ab	00	2.531407
0329	8	40	b1	80	14	12	20	00	14	2.531478
02b0	5	57	00	00	07	50	20	00	14	2.531548
0370	8	00	20	00	00	00	00	00	00	2.532318
043f	8	10	40	60	ff	6f	00	00	00	2.532392
0440	8	ff	00	00	00	ff	00	00	00	2.532463
0545	8	e2	00	00	63	00	00	00	00	2.532534
05f0	2	00	00	00	63	00	00	00	00	2.534138
0690	8	00	00	00	00	00	22	00	00	2.535217
02c0	8	14	00	00	00	00	00	00	00	2.535320
0002	8	00	00	00	00	00	0a	01	d5	2.536560
0153	8	00	00	00	ff	00	ff	00	00	2.537629
0130	8	15	80	00	ff	e7	7f	01	0e	2.537731
0131	8	f7	7f	00	00	9c	7f	01	c3	2.537810
0140	8	00	00	00	00	02	20	21	e6	2.537885
0316	8	05	00	44	02	00	1f	00	80	2.540028
018f	8	fe	3d	00	00	00	3c	00	00	2.541094
0260	8	00	00	8b	10	00	89	64	0f	2.541239
02a0	8	00	00	79	00	eb	01	ab	00	2.541481
0329	8	40	b1	80	14	12	20	00	14	2.541724
0370	8	00	20	00	00	00	00	00	00	2.542163
02b0	5	57	00	00	07	41	00	00	00	2.542266
043f	8	10	40	60	ff	6f	00	00	00	2.542344
0440	8	ff	00	00	00	ff	00	00	00	2.542420
0545	8	e2	00	00	64	00	00	00	00	2.542495
02c0	8	14	00	00	00	00	00	00	00	2.544944
04f0	8	00	00	00	c0	00	eb	b6	13	2.546197
00a0	8	ff	7c	44	02	00	34	01	00	2.546401
00a1	8	80	8a	00	00	64	00	00	00	2.546495
0430	8	00	00	00	00	00	00	00	00	2.547254
04b1	8	00	00	00	00	00	00	00	00	2.547548
01f1	8	0f	00	00	00	00	00	00	00	2.547790
0153	8	00	00	00	ff	00	ff	00	00	2.548070
0002	8	00	00	00	00	00	0a	02	f2	2.548314
0130	8	0f	80	00	ff	c9	7f	02	c1	2.548530
0131	8	e9	7f	00	00	7c	7f	02	cc	2.549137
0140	8	00	00	00	00	04	00	22	b1	2.549215
0316	8	05	00	44	02	00	1f	00	80	2.550195
018f	8	fe	3d	00	00	00	3c	00	00	2.551319
0260	8	00	00	8b	10	00	89	64	10	2.551421
02a0	8	20	00	79	00	eb	01	ab	00	2.551499
0329	8	80	b1	80	14	12	20	00	14	2.551575
02b0	5	57	00	00	07	72	20	00	14	2.551651
0370	8	00	20	00	00	00	00	00	00	2.552379
043f	8	10	40	60	ff	6f	00	00	00	2.552482
0440	8	ff	00	00	00	ff	00	00	00	2.552561
0545	8	e2	00	00	64	00	00	00	00	2.552635
02c0	8	14	00	00	00	00	00	00	00	2.554935
0002	8	00	00	00	00	00	00	03	2d	2.556681
0153	8	00	00	00	ff	00	ff	00	00	2.557719
0130	8	08	80	00	ff	b1	7f	03	16	2.558014
0131	8	e5	7f	00	00	66	7f	03	7d	2.558256
0140	8	00	00	00	00	02	29	23	ca	2.558498
0316	8	05	00	44	02	00	1f	00	80	2.560110
018f	8	fe	3d	00	00	00	3c	00	00	2.561173
0260	8	00	00	8b	10	00	89	64	21	2.561394
02a0	8	40	00	79	00	eb	01	ab	00	2.561594
